id_no,client_zip_codes,organization,org_address1,org_address2,org_city,org_state,org_zip_code,org_telephone,org_coordinates,org_hours,hours_notes,assist_id,assistance,status_id,status,status_date,status_text,requirements,is_first_bold,is_first_red,webpage,googlemaps,org_email,org_county,zip_neighborhoods,org_parent,org_neighborhood
549,"[""99999""]",Legacy Health - Northline,5598 A-1 North Fwy,,Houston,TX,77076,281-628-2030,"29.84900156368832, -95.39329262639133","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Behavioral Health
HIV/STI Care
OB/GYN
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Northline/@29.848071,-95.393357,15z/data=!4m6!3m5!1s0x8640b809e0f6b0ed:0xf7f613c774793379!8m2!3d29.8480506!4d-95.3935508!16s%2Fg%2F11f4qlpxm6?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Independence Heights, Northline, Northside / Northline",Legacy Community Health,Northside / Northline
550,"[""99999""]",Legacy Health - Northline,5598 A-1 North Fwy,,Houston,TX,77076,281-628-2030,"29.84900156368832, -95.39329262639133","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,33,Medical - Behavioral Health,1,ACTIVE,10/18/2025,Verified online,"Assessment, medication management,  therapy and psychological testing for depression, bipolar disorder, anxiety, schizophrenia, attention deficit disorders, autism spectrum disorders, developmental delays and learning disabilities.
As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Northline/@29.848071,-95.393357,15z/data=!4m6!3m5!1s0x8640b809e0f6b0ed:0xf7f613c774793379!8m2!3d29.8480506!4d-95.3935508!16s%2Fg%2F11f4qlpxm6?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Independence Heights, Northline, Northside / Northline",Legacy Community Health,Northside / Northline
551,"[""99999""]",Legacy Health - Northside Irvington,3517 Irvington Blvd,Suite 200,Houston,TX,77009,713-814-3590,"29.794050266565662, -95.3611514205488","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Primary Care for Adults & Children
Behavioral Health
OB/GYN
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Northside+Irvington/@29.792784,-95.361366,14z/data=!4m15!1m8!3m7!1s0x8640b8dce828d4a5:0x7988ac73433370d4!2s3517+Irvington+Blvd,+Houston,+TX+77009!3b1!8m2!3d29.7924589!4d-95.3612297!16s%2Fg%2F11s3vw7plt!3m5!1s0x8640b931dfb4d773:0xa7b60a6f2d5f3c67!8m2!3d29.7924589!4d-95.3612297!16s%2Fg%2F11s_zrfz4z?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Lindale Park, Near Northside, Northside, Woodland Heights",Legacy Community Health,Northside
552,"[""99999""]",Legacy Health - Northside Irvington,3517 Irvington Blvd,Suite 200,Houston,TX,77009,713-814-3590,"29.794050266565662, -95.3611514205488","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,33,Medical - Behavioral Health,1,ACTIVE,10/18/2025,Verified online,"Assessment, medication management,  therapy and psychological testing for depression, bipolar disorder, anxiety, schizophrenia, attention deficit disorders, autism spectrum disorders, developmental delays and learning disabilities.
As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Northside+Irvington/@29.792784,-95.361366,14z/data=!4m15!1m8!3m7!1s0x8640b8dce828d4a5:0x7988ac73433370d4!2s3517+Irvington+Blvd,+Houston,+TX+77009!3b1!8m2!3d29.7924589!4d-95.3612297!16s%2Fg%2F11s3vw7plt!3m5!1s0x8640b931dfb4d773:0xa7b60a6f2d5f3c67!8m2!3d29.7924589!4d-95.3612297!16s%2Fg%2F11s_zrfz4z?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Lindale Park, Near Northside, Northside, Woodland Heights",Legacy Community Health,Northside
553,"[""99999""]",Legacy Health - San Jacinto,4301 Garth Road,Suite 400,Baytown,TX,77521,281-420-8400,"29.768992297723653, -94.97996487943409","{""regular"":[{""days"":[""Mo"",""Tu"",""Th"",""Fr""],""open"":""08:00"",""close"":""18:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Pediatrics
OB/GYN
Behavioral Health
HIV/STI Care",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+San+Jacinto/@29.76821,-94.980158,15z/data=!3m1!5s0x863f5ea105f2ba5b:0xe13b58db4d4a4029!4m15!1m8!3m7!1s0x863f5ea105848eb3:0x8b061118091a66bf!2s4301+Garth+Rd,+Baytown,+TX+77521!3b1!8m2!3d29.7682095!4d-94.9801584!16s%2Fg%2F11bw3ytp1f!3m5!1s0x863f5ea08e8b1a95:0x1bdd7ed32477e6ba!8m2!3d29.7682941!4d-94.9800503!16s%2Fg%2F11b86bplsk?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Baytown, Baytown (North), Highland Farms",Legacy Community Health,Baytown
554,"[""99999""]",Legacy Health - San Jacinto,4301 Garth Road,Suite 400,Baytown,TX,77521,281-420-8400,"29.768992297723653, -94.97996487943409","{""regular"":[{""days"":[""Mo"",""Tu"",""Th"",""Fr""],""open"":""08:00"",""close"":""18:00""}]}",,33,Medical - Behavioral Health,1,ACTIVE,10/18/2025,Verified online,"Assessment, medication management,  therapy and psychological testing for depression, bipolar disorder, anxiety, schizophrenia, attention deficit disorders, autism spectrum disorders, developmental delays and learning disabilities.
As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+San+Jacinto/@29.76821,-94.980158,15z/data=!3m1!5s0x863f5ea105f2ba5b:0xe13b58db4d4a4029!4m15!1m8!3m7!1s0x863f5ea105848eb3:0x8b061118091a66bf!2s4301+Garth+Rd,+Baytown,+TX+77521!3b1!8m2!3d29.7682095!4d-94.9801584!16s%2Fg%2F11bw3ytp1f!3m5!1s0x863f5ea08e8b1a95:0x1bdd7ed32477e6ba!8m2!3d29.7682941!4d-94.9800503!16s%2Fg%2F11b86bplsk?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Baytown, Baytown (North), Highland Farms",Legacy Community Health,Baytown
555,"[""99999""]",Legacy Health - Santa Clara,5616 Lawndale Street,,Houston,TX,77023,713-921-0075,"29.727086966027247, -95.31681128939701","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Primary Care for Adult & Children
Behavioral Health
OB/GYN
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Santa+Clara/@29.726118,-95.316704,15z/data=!4m15!1m8!3m7!1s0x8640be7dcd183349:0x340b8b9134115064!2s5616+Lawndale+St,+Houston,+TX+77023!3b1!8m2!3d29.7261181!4d-95.3167038!16s%2Fg%2F11bw3zc99_!3m5!1s0x8640be7db67531d1:0xadaece6aa33f701a!8m2!3d29.7261181!4d-95.3169372!16s%2Fg%2F11bv2p83z0?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Gulfgate Riverview / Pine Valley, Idylwood, Lawndale / Wayside, Magnolia Park, South Central Houston",Legacy Community Health,Lawndale / Wayside
556,"[""99999""]",Legacy Health - Santa Clara,5616 Lawndale Street,,Houston,TX,77023,713-921-0075,"29.727086966027247, -95.31681128939701","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,33,Medical - Behavioral Health,1,ACTIVE,10/18/2025,Verified online,"Assessment, medication management,  therapy and psychological testing for depression, bipolar disorder, anxiety, schizophrenia, attention deficit disorders, autism spectrum disorders, developmental delays and learning disabilities.
As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Santa+Clara/@29.726118,-95.316704,15z/data=!4m15!1m8!3m7!1s0x8640be7dcd183349:0x340b8b9134115064!2s5616+Lawndale+St,+Houston,+TX+77023!3b1!8m2!3d29.7261181!4d-95.3167038!16s%2Fg%2F11bw3zc99_!3m5!1s0x8640be7db67531d1:0xadaece6aa33f701a!8m2!3d29.7261181!4d-95.3169372!16s%2Fg%2F11bv2p83z0?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Gulfgate Riverview / Pine Valley, Idylwood, Lawndale / Wayside, Magnolia Park, South Central Houston",Legacy Community Health,Lawndale / Wayside
557,"[""99999""]",Legacy Health - Southwest,6441 High Star Drive,,Houston,TX,77074,832-548-5300,"29.7108632850486, -95.49566964441873","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""20:00""},{""days"":[""Su""],""open"":""12:00"",""close"":""18:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Primary Care for Adults & Children
HIV/STI Care
OB/GYN
Pharmacy
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/6441+High+Star+Dr,+Houston,+TX+77074/@29.710416,-95.495616,16z/data=!4m6!3m5!1s0x8640c2377b0477d9:0xe243bb94ad97913c!8m2!3d29.7104159!4d-95.4956161!16s%2Fg%2F11fs6hvxbs?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",Legacy Community Health,Sharpstown
558,"[""99999""]",Legacy Health - Stafford Fountains,12540 Sugardale Drive,,Houston,TX,77477,832-548-5000,"29.641926591785012, -95.58576727111193","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Behavioral Health
OB/GYN
Pediatrics
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Stafford+Fountains/@29.641479,-95.585778,16z/data=!4m15!1m8!3m7!1s0x8640e7b923928035:0x7f5e233133f37076!2s12540+Sugardale+Dr,+Stafford,+TX+77477!3b1!8m2!3d29.6414787!4d-95.5857776!16s%2Fg%2F11bw3hr1gq!3m5!1s0x8640e74ec1c4a667:0x34b9f2fff95a7763!8m2!3d29.6414763!4d-95.585811!16s%2Fg%2F11smzsdxyr?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",Legacy Community Health,The Fountains
559,"[""99999""]",Legacy Health - Stafford Fountains,12540 Sugardale Drive,,Houston,TX,77477,832-548-5000,"29.641926591785012, -95.58576727111193","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""17:00""}]}",,33,Medical - Behavioral Health,1,ACTIVE,10/18/2025,Verified online,"Assessment, medication management,  therapy and psychological testing for depression, bipolar disorder, anxiety, schizophrenia, attention deficit disorders, autism spectrum disorders, developmental delays and learning disabilities.
As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Stafford+Fountains/@29.641479,-95.585778,16z/data=!4m15!1m8!3m7!1s0x8640e7b923928035:0x7f5e233133f37076!2s12540+Sugardale+Dr,+Stafford,+TX+77477!3b1!8m2!3d29.6414787!4d-95.5857776!16s%2Fg%2F11bw3hr1gq!3m5!1s0x8640e74ec1c4a667:0x34b9f2fff95a7763!8m2!3d29.6414763!4d-95.585811!16s%2Fg%2F11smzsdxyr?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",Legacy Community Health,The Fountains
560,"[""99999""]",Legacy Health - Third Ward,2222 Cleburne Street,,Houston,TX,77004,713-814-3655,"29.72995386969733, -95.37109154215139","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:00"",""close"":""16:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
Senior Primary Care
Vaccinations",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Legacy+Community+Health+-+Third+Ward/@29.729134,-95.371113,15z/data=!4m15!1m8!3m7!1s0x8640bf0ae3441097:0xf8edee53a602da51!2s2222+Cleburne+St+Ste.+108,+Houston,+TX+77004!3b1!8m2!3d29.729134!4d-95.3711129!16s%2Fg%2F11zjcj5clc!3m5!1s0x8640bf735787af4b:0x2f0d6c58ede560c!8m2!3d29.729134!4d-95.3711129!16s%2Fg%2F11pxxb6w21?hl=en&entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Houston Museum District, Midtown, Museum District, South Central Houston, South Side, Third Ward, University Place",Legacy Community Health,South Side
561,"[""99999""]",Legacy Health - Wellness Bar,120 Westheimer Road,Suite F,Houston,TX,77006,713-814-3730,"29.745078044033825, -95.38254312009549","{""regular"":[{""days"":[""Mo""],""open"":""10:00"",""close"":""19:00""},{""days"":[""Tu"",""We"",""Th""],""open"":""08:30"",""close"":""17:30""},{""days"":[""Fr""],""open"":""07:00"",""close"":""16:00""}]}",,31,Medical - Primary Care,1,ACTIVE,10/18/2025,Verified online,"As a Federally Qualified Health Center (FQHC), its services are open to all regardless of ability to pay.  This does not mean services are free.  Their Specialists will help you find grants, financial assistance, sliding fee scale, etc. to make your care affordable.
HIV/STI Care",FALSE,FALSE,https://www.legacycommunityhealth.org,"https://www.google.com/maps/place/Wellness+Bar+by+Legacy/@29.7448359,-95.3851878,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bfa1548255f5:0x6f521dceaff7fef5!8m2!3d29.7448359!4d-95.3826075!16s%2Fg%2F11llbmyfyz?entry=ttu&g_ep=EgoyMDI1MTAxNC4wIKXMDSoASAFQAw%3D%3D",,Harris,"Hyde Park, Montrose, South Central Houston",Legacy Community Health,Montrose
562,"[""99999""]",Lifehouse Houston,2315 Minnesota Street,,Houston,TX,77034,713-623-2120,"29.64776185, -95.2375250058051","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":null,""close"":null}]}",,24,Housing,1,ACTIVE,04/14/2025,SVdP Church Help for Moms Ministry,"Shared residential space for pregnant mothers
Educational Classes
Counseling & Case Management
Workforce Development
Adoption Referrals
Shelter",FALSE,FALSE,https://lifehousehouston.org/,,,Harris,"Edgebrook Area, Ellington, Southbelt",Lifehouse Houston,Edgebrook Area
563,"[""99999""]",Living Hope Wheelchair Association,9500 Westview Drive,Suite 104,Houston,TX,77055,281-764-6251,"29.792989, -95.523808","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":null,""close"":null}]}",,31,Medical - Primary Care,1,ACTIVE,06/08/2025,Verified online,"Monthly distribution of supplies and medical equipment, e.g. wheelchairs, scooters and hospital beds.
Wheelchair repair and maintenance.
To request medical supplies or equipment email:  servicios@lhwassociation.org",FALSE,FALSE,https://www.lhwassociation.org/,"https://www.google.com/maps/place/Living+Hope+Wheelchair+Association/@29.7932354,-95.529078,17z/data=!3m1!4b1!4m9!3m8!1s0x8640db47a5ae9cf1:0x96cf8723d6996be0!5m2!4m1!1i2!8m2!3d29.7932308!4d-95.5242071!16s%2Fg%2F11cm0kck5h?entry=ttu&g_ep=EgoyMDI1MDUxMS4wIKXMDSoASAFQAw%3D%3D",,Harris,"Hilshire Village, Montrose, Northwest Houston, Spring Branch East, Washington Avenue Coalition / Memorial Park",Living Hope Wheelchair Association,Northwest Houston
564,"[""99999""]",Lonestar Legal Aid,1415 Fannin Street,,Houston,TX,77002,"713-652-0077
713-652-5911","29.7527619, -95.3665744858516","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:30"",""close"":""12:30""}]}",,35,Medical - Program Enrollment,1,ACTIVE,,,"TX Health & Human Services Level 3 Community Partner. Help with enrollment, document uploads, benefit renewals and case management.",FALSE,FALSE,https://www.lonestarlegal.org/,https://maps.google.com/?q=Lonestar%20Legal%20Aid%201415%20Fannin%20Houston%20TX%2077002,,Harris,"Central Business District, Downtown Houston, East Downtown, South Central Houston, Theater District, University Place, Warehouse District",Lonestar Legal Aid,Downtown Houston
565,"[""99999""]",Lonestar Legal Aid,1415 Fannin Street,,Houston,TX,77002,"713-652-0077
713-652-5911","29.7527619, -95.3665744858516","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""08:30"",""close"":""12:30""}]}",,54,Legal,1,ACTIVE,,,"Must meet financial and legal status eligibility requirements.
However, may still be able to help even if you earn more than 125% of the Federal Poverty Guidelines.
Service 76 counties. See website for location near you.
May apply online.
Consumer, Crime Victims Unit, Disaster Relief, Education, Employment, Eviction Defense, Fair Housing, Family Law, Financial Assistance & Public Benefits, Foreclosure Prevention, Sexual Assault Project, Children's Health and Security, Low Income Taxpayer, Neighborhood Problems, Medical and Military & Veterans.",FALSE,FALSE,https://www.lonestarlegal.org/,https://maps.google.com/?q=Lonestar%20Legal%20Aid%201415%20Fannin%20Houston%20TX%2077002,,Harris,"Central Business District, Downtown Houston, East Downtown, South Central Houston, Theater District, University Place, Warehouse District",Lonestar Legal Aid,Downtown Houston
